id,gender,age,education,field_of_studies,is_studying,county,relative_wage,years_since_job_change,years_of_experience,hours_of_training,is_certified,size_of_company,type_of_company,willing_to_change_job
1452,Male,26,higher_MSc,science,no,county_093,158.77,1,6,6,1,<10,private_company,No
1453,Male,22,secondary,no_information,no_information,county_062,120.71,never_changed,<1,62,0,unknown,no_information,No
1454,Male,34,higher_MSc,humanities,no,county_118,162.84,2,10,7,1,10000+,private_company,No
1455,Male,26,higher_BSc,humanities,no,county_118,162.84,>4,3,68,1,100-500,NGO,Yes
1456,Unknown,26,higher_BSc,other,no,county_079,98.41,1,6,34,1,50-99,private_company,Yes
1457,Male,28,higher_BSc,humanities,no,county_075,161.07,2,5,49,1,10-49,private_company,No
1458,Male,32,higher_BSc,science,no,county_117,163.55,4,10,158,1,10-49,no_information,No
1459,Male,38,higher_BSc,science,no,county_074,162.84,1,19,50,1,100-500,NGO,No
1460,Unknown,26,no_information,no_information,no_information,county_059,110.45,never_changed,5,45,0,unknown,no_information,Yes
1461,Male,31,higher_BSc,science,no,county_075,161.07,4,8,23,0,50-99,private_company,No
1462,Unknown,45,higher_BSc,science,no,county_122,158.42,>4,>20,40,1,unknown,no_information,No
1463,Male,37,higher_MSc,science,full_time,county_003,163.72,2,14,96,0,unknown,no_information,No
1464,Male,27,secondary,no_information,part_time,county_022,133.46,2,5,82,1,10-49,no_information,No
1465,Unknown,27,higher_MSc,science,full_time,county_059,110.45,1,5,31,1,unknown,no_information,No
1466,Unknown,30,secondary,no_information,full_time,county_118,162.84,unknown,5,56,0,unknown,no_information,No
1467,Male,38,secondary,no_information,part_time,county_041,157.53,>4,15,15,1,1000-4999,private_company,No
1468,Male,36,higher_BSc,science,full_time,county_059,110.45,never_changed,16,39,1,unknown,no_information,No
1469,Male,34,higher_MSc,science,no,county_093,158.77,1,14,15,1,1000-4999,private_company,No
1470,Unknown,49,higher_MSc,science,no,county_118,162.84,>4,>20,32,1,unknown,no_information,No
1471,Unknown,26,higher_MSc,science,full_time,county_050,79.3,never_changed,4,66,0,unknown,private_company,Yes
1472,Male,44,higher_MSc,humanities,no,county_118,162.84,4,>20,10,1,<10,startup_wo_funding,No
1473,Male,46,higher_BSc,science,no,county_075,161.07,>4,>20,22,1,500-999,private_company,No
1474,Male,38,higher_BSc,science,no,county_075,161.07,1,15,17,1,10-49,startup_with_funding,No
1475,Male,25,higher_MSc,science,no,county_097,146.38,1,5,69,1,100-500,private_company,No
1476,Male,20,secondary,no_information,no,county_059,110.45,never_changed,<1,91,0,unknown,no_information,Yes
1477,Male,25,higher_BSc,other,no,county_094,123.55,1,1,46,0,5000-9999,private_company,Yes
1478,Unknown,23,higher_BSc,science,full_time,county_059,110.45,never_changed,3,10,1,50-99,private_company,No
1479,Male,45,higher_BSc,other,no,county_074,162.84,>4,>20,69,1,10000+,public_sector,No
1480,Female,23,higher_BSc,science,no,county_059,110.45,3,4,64,1,1000-4999,private_company,No
1481,Unknown,36,higher_BSc,science,no,county_110,163.9,4,12,82,1,100-500,private_company,No
1482,Unknown,26,higher_BSc,science,no_information,county_059,110.45,never_changed,2,180,0,unknown,no_information,Yes
1483,Male,31,higher_BSc,humanities,no,county_118,162.84,1,11,78,1,500-999,private_company,No
1484,Female,39,higher_BSc,arts,no,county_118,162.84,2,17,41,1,<10,private_company,No
1485,Male,29,primary,no_information,no,county_075,161.07,never_changed,5,62,0,unknown,no_information,No
1486,Unknown,38,higher_BSc,other,no,county_032,161.6,1,16,35,1,10000+,public_sector,No
1487,Male,25,higher_BSc,science,full_time,county_059,110.45,never_changed,3,42,0,unknown,no_information,Yes
1488,Unknown,47,higher_BSc,science,no,county_011,163.37,2,>20,45,1,10000+,private_company,No
1489,Male,27,higher_MSc,science,no,county_034,153.28,1,5,146,1,100-500,no_information,No
1490,Male,20,primary,no_information,no,county_011,163.37,never_changed,1,103,0,unknown,private_company,No
1491,Male,47,higher_BSc,science,no,county_119,142.31,>4,>20,27,1,100-500,private_company,No
1492,Unknown,47,higher_BSc,science,no,county_058,159.12,unknown,>20,39,1,5000-9999,private_company,No
1493,Male,46,higher_BSc,science,no,county_074,162.84,never_changed,>20,18,1,unknown,no_information,Yes
1494,Male,21,higher_BSc,other,no,county_075,161.07,never_changed,1,16,0,10000+,private_company,No
1495,Unknown,29,higher_BSc,science,no,county_118,162.84,2,8,300,1,500-999,private_company,No
1496,Male,21,higher_BSc,science,full_time,county_118,162.84,never_changed,1,110,0,unknown,no_information,No
1497,Unknown,20,secondary,no_information,no,county_075,161.07,3,<1,39,0,10000+,private_company,No
1498,Male,32,higher_MSc,science,full_time,county_034,153.28,1,10,163,1,500-999,private_company,No
1499,Unknown,37,higher_BSc,science,full_time,county_059,110.45,never_changed,12,57,0,unknown,no_information,Yes
1500,Male,33,higher_BSc,science,no,county_113,124.08,2,10,65,1,unknown,private_company,Yes
1501,Male,27,higher_BSc,science,part_time,county_093,158.77,4,5,58,1,50-99,private_company,No
1502,Male,27,primary,no_information,no_information,county_075,161.07,never_changed,3,94,0,unknown,no_information,No
1503,Male,33,primary,no_information,no,county_020,166.2,4,13,32,1,<10,startup_with_funding,Yes
1504,Unknown,50,higher_BSc,science,no,county_074,162.84,never_changed,>20,67,1,<10,private_company,No
1505,Male,45,higher_BSc,science,no,county_075,161.07,1,>20,89,1,<10,startup_wo_funding,No
1506,Male,29,higher_MSc,science,no,county_119,142.31,1,5,48,1,100-500,private_company,No
1507,Unknown,25,higher_BSc,science,no,county_059,110.45,1,3,13,1,50-99,startup_with_funding,Yes
1508,Unknown,37,higher_BSc,science,part_time,county_085,148.68,2,14,92,1,500-999,public_sector,No
1509,Unknown,44,higher_MSc,humanities,no,county_118,162.84,4,>20,154,0,10000+,public_sector,No
1510,Male,31,higher_BSc,science,no,county_075,161.07,1,10,140,1,<10,private_company,No
1511,Male,49,higher_BSc,science,no,county_118,162.84,1,>20,39,1,<10,startup_with_funding,No
1512,Female,47,higher_BSc,science,no,county_118,162.84,2,>20,5,0,10000+,private_company,No
1513,Male,34,higher_MSc,science,no,county_011,163.37,4,15,24,1,100-500,private_company,No
1514,Other,28,secondary,no_information,full_time,county_094,123.55,1,9,62,0,unknown,no_information,Yes
1515,Male,21,higher_BSc,science,full_time,county_007,123.55,1,1,13,0,unknown,no_information,No
1516,Male,50,higher_BSc,science,no,county_118,162.84,1,>20,92,0,500-999,private_company,No
1517,Male,22,higher_BSc,science,full_time,county_093,158.77,never_changed,2,17,0,unknown,private_company,No
1518,Male,46,higher_BSc,science,part_time,county_118,162.84,>4,>20,52,1,unknown,no_information,No
1519,Male,24,primary,no_information,no,county_058,159.12,1,4,44,0,unknown,no_information,No
1520,Male,47,higher_MSc,science,no,county_110,163.9,4,>20,124,1,<10,private_company,No
1521,Unknown,27,higher_BSc,science,no,county_087,128.68,1,6,34,1,50-99,private_company,No
1522,Male,26,higher_BSc,science,full_time,county_059,110.45,1,3,53,1,10-49,private_company,Yes
1523,Unknown,29,higher_BSc,science,no,county_024,156.47,1,7,6,1,1000-4999,private_company,No
1524,Male,25,secondary,no_information,full_time,county_029,141.95,never_changed,5,13,0,unknown,no_information,No
1525,Unknown,28,secondary,no_information,full_time,county_074,162.84,2,7,12,0,unknown,no_information,No
1526,Female,30,higher_BSc,science,no,county_049,158.06,2,7,11,1,50-99,private_company,No
1527,Female,28,higher_BSc,science,no,county_118,162.84,2,4,18,1,10000+,private_company,No
1528,Female,32,higher_MSc,other,no,county_020,166.2,1,10,40,1,1000-4999,private_company,No
1529,Female,26,higher_BSc,science,full_time,county_058,159.12,never_changed,5,70,0,unknown,no_information,Yes
1530,Unknown,27,no_information,no_information,no,county_118,162.84,1,5,60,1,50-99,private_company,No
1531,Male,32,higher_MSc,science,part_time,county_119,142.31,2,10,44,1,100-500,private_company,No
1532,Male,30,higher_BSc,humanities,no,county_075,161.07,>4,7,146,1,50-99,private_company,No
1533,Unknown,21,no_information,no_information,no,county_075,161.07,never_changed,2,30,0,unknown,private_company,No
1534,Male,44,higher_MSc,science,no,county_075,161.07,>4,>20,23,1,unknown,no_information,No
1535,Female,50,higher_BSc,science,no,county_118,162.84,>4,>20,42,1,<10,private_company,No
1536,Male,50,higher_BSc,science,no,county_040,134.87,>4,>20,22,1,500-999,public_sector,No
1537,Male,32,higher_BSc,science,no,county_118,162.84,2,8,168,1,50-99,private_company,No
1538,Male,39,higher_BSc,science,no,county_092,147.97,>4,19,65,1,50-99,private_company,No
1539,Male,32,higher_BSc,other,no,county_020,166.2,1,11,98,1,50-99,private_company,No
1540,Male,24,secondary,no_information,full_time,county_099,93.28,1,4,14,0,unknown,no_information,Yes
1541,Male,25,higher_BSc,science,no,county_062,120.71,never_changed,5,47,1,100-500,no_information,No
1542,Unknown,28,primary,no_information,no,county_075,161.07,never_changed,5,15,0,unknown,no_information,No
1543,Male,44,higher_MSc,science,no,county_075,161.07,2,>20,130,1,<10,startup_wo_funding,No
1544,Male,32,secondary,no_information,full_time,county_118,162.84,1,7,206,0,unknown,no_information,No
1545,Male,47,higher_BSc,science,no,county_118,162.84,4,>20,51,1,100-500,private_company,Yes
1546,Male,34,higher_BSc,science,no,county_038,158.59,1,14,316,1,unknown,no_information,No
1547,Male,46,higher_MSc,science,full_time,county_108,131.51,1,>20,70,1,1000-4999,private_company,No
1548,Unknown,29,secondary,no_information,full_time,county_110,163.9,unknown,4,4,0,unknown,no_information,No
1549,Male,47,higher_BSc,science,no,county_118,162.84,>4,>20,78,1,5000-9999,private_company,No
1550,Male,26,higher_BSc,science,no,county_059,110.45,4,7,92,1,10000+,private_company,Yes
1551,Male,46,higher_BSc,science,no,county_117,163.55,>4,>20,39,1,100-500,private_company,No
1552,Male,26,higher_BSc,science,full_time,county_093,158.77,1,5,129,0,unknown,no_information,No
1553,Male,47,higher_BSc,science,no,county_118,162.84,4,>20,60,1,500-999,private_company,No
1554,Unknown,24,secondary,no_information,full_time,county_038,158.59,1,2,20,0,unknown,no_information,Yes
1555,Male,22,higher_BSc,science,full_time,county_059,110.45,1,3,67,0,unknown,no_information,No
1556,Unknown,31,higher_BSc,science,no,county_059,110.45,1,8,20,1,<10,startup_wo_funding,Yes
1557,Male,22,higher_BSc,other,no,county_029,141.95,1,1,156,1,<10,private_company,No
1558,Male,31,higher_BSc,science,full_time,county_075,161.07,never_changed,9,92,0,unknown,no_information,Yes
1559,Male,26,higher_MSc,science,part_time,county_110,163.9,1,7,27,1,<10,public_sector,No
1560,Unknown,28,secondary,no_information,no_information,county_068,155.41,never_changed,7,96,0,unknown,no_information,No
1561,Male,29,higher_BSc,science,part_time,county_045,146.38,>4,5,47,0,unknown,no_information,Yes
1562,Unknown,32,higher_MSc,science,no,county_059,110.45,4,9,55,1,10000+,private_company,Yes
1563,Male,35,higher_MSc,science,no,county_006,122.31,3,12,35,1,10-49,private_company,No
1564,Male,23,secondary,no_information,full_time,county_074,162.84,1,3,53,0,unknown,public_sector,Yes
1565,Unknown,29,higher_MSc,science,no,county_059,110.45,1,5,56,1,unknown,no_information,No
1566,Unknown,26,secondary,no_information,full_time,county_121,157,1,4,210,0,unknown,no_information,No
1567,Male,32,secondary,no_information,no,county_110,163.9,2,11,25,1,10-49,private_company,Yes
1568,Unknown,44,Phd,science,no,county_117,163.55,unknown,>20,27,0,50-99,private_company,No
1569,Unknown,26,higher_BSc,arts,no,county_072,159.83,never_changed,6,20,1,100-500,private_company,No
1570,Male,41,higher_BSc,science,part_time,county_082,121.95,1,17,50,1,50-99,private_company,No
1571,Unknown,37,higher_MSc,science,no,county_118,162.84,4,15,50,1,unknown,no_information,No
1572,Unknown,29,higher_BSc,science,no,county_110,163.9,4,4,32,0,unknown,no_information,No
1573,Male,46,higher_MSc,other,no,county_093,158.77,2,>20,28,1,<10,startup_wo_funding,No
1574,Unknown,27,higher_BSc,science,full_time,county_112,97.35,1,2,20,0,unknown,no_information,No
1575,Male,50,higher_MSc,science,no,county_118,162.84,>4,>20,36,1,1000-4999,public_sector,No
1576,Unknown,47,higher_MSc,science,no,county_110,163.9,1,>20,138,1,5000-9999,private_company,No
1577,Unknown,38,higher_MSc,humanities,part_time,county_002,167.97,1,18,306,1,100-500,private_company,No
1578,Unknown,28,secondary,no_information,no,county_119,142.31,1,4,81,1,50-99,private_company,No
1579,Male,34,higher_MSc,science,no,county_036,151.51,never_changed,11,26,1,100-500,private_company,No
1580,Unknown,28,higher_BSc,science,no,county_059,110.45,>4,8,53,1,10000+,private_company,Yes
1581,Male,26,secondary,no_information,full_time,county_059,110.45,never_changed,2,28,0,unknown,no_information,Yes
1582,Male,44,higher_MSc,science,no,county_075,161.07,>4,>20,3,1,1000-4999,public_sector,No
1583,Male,24,higher_MSc,science,no,county_045,146.38,>4,5,105,1,100-500,private_company,No
1584,Male,24,higher_BSc,science,no,county_094,123.55,1,5,48,0,10-49,private_company,Yes
1585,Male,32,higher_BSc,science,no,county_034,153.28,1,13,46,1,unknown,no_information,Yes
1586,Male,27,higher_BSc,science,no,county_059,110.45,1,3,52,1,unknown,private_company,Yes
1587,Male,24,higher_BSc,science,no,county_118,162.84,1,4,35,1,unknown,no_information,Yes
1588,Unknown,30,higher_BSc,science,full_time,county_118,162.84,1,6,46,0,unknown,no_information,Yes
1589,Male,41,higher_BSc,science,full_time,county_075,161.07,1,unknown,153,0,500-999,no_information,No
1590,Male,37,higher_BSc,science,no,county_118,162.84,2,14,39,1,50-99,private_company,No
1591,Male,39,higher_MSc,science,full_time,county_120,98.77,1,18,170,1,unknown,no_information,Yes
1592,Male,40,higher_BSc,science,no,county_092,147.97,4,16,39,1,100-500,private_company,Yes
1593,Female,49,higher_BSc,science,no,county_118,162.84,1,>20,54,0,unknown,no_information,Yes
1594,Male,24,secondary,no_information,no,county_110,163.9,never_changed,2,31,0,unknown,no_information,No
1595,Unknown,32,higher_BSc,science,full_time,county_024,156.47,1,11,10,1,50-99,private_company,No
1596,Unknown,45,higher_BSc,science,no,county_118,162.84,unknown,>20,35,0,10-49,startup_with_funding,No
1597,Unknown,29,higher_BSc,science,no,county_022,133.46,1,7,100,1,100-500,private_company,No
1598,Male,48,higher_MSc,science,no,county_118,162.84,3,>20,8,1,unknown,no_information,Yes
1599,Male,32,higher_MSc,science,no,county_041,157.53,1,12,116,1,50-99,private_company,No
1600,Female,28,higher_BSc,science,no,county_112,97.35,1,9,23,1,10-49,startup_with_funding,No
1601,Male,28,higher_BSc,science,part_time,county_007,123.55,1,7,139,1,10-49,startup_wo_funding,No
1602,Male,29,higher_BSc,science,part_time,county_024,156.47,3,9,65,1,10-49,private_company,No
1603,Unknown,28,secondary,no_information,full_time,county_011,163.37,unknown,4,55,0,unknown,no_information,No
1604,Male,24,secondary,no_information,full_time,county_075,161.07,1,5,34,0,unknown,no_information,Yes
1605,Male,31,higher_BSc,science,no,county_074,162.84,>4,7,15,1,50-99,private_company,No
1606,Male,27,higher_MSc,other,no,county_110,163.9,1,7,62,1,100-500,private_company,No
1607,Male,24,secondary,no_information,no_information,county_004,123.55,1,3,22,1,unknown,no_information,Yes
1608,Male,36,higher_BSc,science,no,county_074,162.84,1,16,64,1,50-99,startup_with_funding,No
1609,Unknown,26,higher_BSc,humanities,no,county_119,142.31,1,4,43,0,unknown,no_information,No
1610,Male,39,higher_MSc,science,no,county_122,158.42,3,14,18,1,50-99,private_company,No
1611,Male,39,higher_BSc,science,no,county_118,162.84,3,14,14,1,5000-9999,private_company,No
1612,Unknown,30,higher_BSc,science,no,county_074,162.84,1,9,55,1,50-99,private_company,No
1613,Male,26,higher_MSc,science,no,county_121,157,2,5,30,1,50-99,no_information,No
1614,Male,24,primary,no_information,full_time,county_059,110.45,never_changed,4,25,0,unknown,no_information,Yes
1615,Unknown,44,Phd,science,no,county_110,163.9,2,20,24,0,1000-4999,public_sector,No
1616,Unknown,25,no_information,no_information,no,county_059,110.45,1,3,53,1,10-49,startup_wo_funding,Yes
1617,Male,30,higher_BSc,other,part_time,county_049,158.06,2,9,38,1,10-49,private_company,No
1618,Male,30,higher_BSc,science,part_time,county_076,149.21,2,11,38,1,50-99,private_company,No
1619,Female,41,higher_MSc,science,full_time,county_028,151.34,3,16,168,1,100-500,private_company,No
1620,Unknown,25,higher_BSc,science,no,county_059,110.45,1,<1,111,0,unknown,no_information,Yes
1621,Male,36,higher_BSc,science,no,county_099,93.28,never_changed,17,24,1,<10,private_company,No
1622,Male,25,secondary,no_information,no,county_075,161.07,2,<1,39,0,unknown,no_information,No
1623,Male,25,higher_BSc,other,no,county_046,137.35,1,4,108,1,<10,private_company,No
1624,Unknown,26,higher_MSc,other,no,county_028,151.34,3,5,23,1,1000-4999,private_company,No
1625,Male,28,higher_BSc,science,no,county_118,162.84,4,6,23,1,10-49,private_company,Yes
1626,Male,47,Phd,science,no,county_045,146.38,>4,>20,96,1,50-99,private_company,No
1627,Male,47,higher_BSc,science,no,county_011,163.37,3,>20,53,1,unknown,no_information,Yes
1628,Male,28,higher_BSc,science,part_time,county_093,158.77,1,6,11,1,100-500,NGO,No
1629,Male,35,higher_BSc,science,no,county_075,161.07,2,15,9,1,unknown,no_information,No
1630,Male,31,higher_BSc,science,no,county_059,110.45,1,11,4,1,50-99,private_company,No
1631,Male,44,no_information,no_information,no,county_093,158.77,>4,>20,52,1,10000+,private_company,No
1632,Male,27,higher_BSc,science,no,county_049,158.06,2,5,55,1,10-49,private_company,No
1633,Female,26,higher_MSc,business,no,county_110,163.9,2,4,53,0,10-49,private_company,No
1634,Male,23,higher_BSc,science,no,county_059,110.45,2,3,45,1,10000+,private_company,Yes
